Unnamed: 0,HSN_code,name_of_commodity,chapter_no,sch,gst
7746,8463.90.00,"Other machine-tools for working metal,
without removing materials",84.0,IV,18%
7747,8463.90.10,"Reverting machines (excluding protable hand
operated machine)",84.0,IV,18%
7748,8463.90.20,Strip profiling,84.0,IV,18%
7749,8463.90.30,Seaming machine (for eg. For cans),84.0,IV,18%
7750,8464.00.00,"Machine-tools for working stone, ceramics,
concrete, asbestos-cement or like mineral
materials or for cold working glass",84.0,IV,18%
7751,,,,,
7752,8464.10.00,Sawing machines for working mineral materials,84.0,IV,18%
7753,8464.10.10,Granite cutting machines or equipments,84.0,IV,18%
7754,8464.20.00,"Grinding or polishing machines for working
mineral materials",84.0,IV,18%
7755,8464.90.00,"Machine-tools for working mineral materials or
for cold working glass",84.0,IV,18%
7756,8465.00.00,"Machine tools (including machines for nailing,
stapling, glueing or otherwise assembling) for
working wood cork, bone, hard rubber, hard
plastics or similar hard materials",84.0,IV,18%
7757,8465.10.00,"Machines which can carry out different types,
for working hard material",84.0,IV,18%
7758,8465.91.00,"Sawing machines for working wood, cork,
bone or similar hard materials",84.0,IV,18%
7759,8465.92.00,"Planing, milling or moulding (by cutting)
machines",84.0,IV,18%
7760,8465.93.00,"Grinding, sanding or polishing machines for
working hard materials",84.0,IV,18%
7761,8465.94.00,"Bending or assembling machines for working
hard materials",84.0,IV,18%
7762,8465.95.00,"Drilling or mortising machines for working
hard materials",84.0,IV,18%
7763,8465.96.00,"Splitting, slicing or paring machines",84.0,IV,18%
7764,8465.99.00,"Other machine-tools for working wood, cork
or similar hard materials",84.0,IV,18%
7765,8466.00.00,"Parts and accessories suitable for use solely or
principally with the machines of headings
8456 to 8465, including work or tool holders.",84.0,IV,18%
7766,8466.10.00,Tool holders and self-opening dieheads,84.0,IV,18%
7767,8466.20.00,Work holders,84.0,IV,18%
7768,8466.30.00,"Dividing heads and other special attachments
for machine-tools",84.0,IV,18%
7769,8466.91.00,"Parts and accessories of machine-tools for
working mineral materials",84.0,IV,18%
7770,8466.92.00,"Parts, accessories, of machine-tools for
working wood or hard materials",84.0,IV,18%
7771,8466.93.00,"Parts, accessories, of machining centres,
lathes or planing machines",84.0,IV,18%
7772,8466.94.00,"Parts, accessories, of forging or die-stamping
machines, of draw-benches",84.0,IV,18%
7773,8467.00.00,"Tools for working in the hand, pneumatic,
hydraulic or with self-contained electric or non-
electric motor.",84.0,IV,18%
7774,,,,,
7775,8467.11.00,"Tools for working the hand, pneumatic, rotary
type",84.0,IV,18%
7776,8467.11.10,RH 658 5L Jack Hammer (Rock drills),84.0,IV,18%
7777,8467.19.00,"Other tools for working in the hand, pneumatic",84.0,IV,18%
7778,8467.81.00,"Chain saws with self-contained non-electric
motor",84.0,IV,18%
7779,8467.89.00,"Other tools for working in the hand, non-
electric",84.0,IV,18%
7780,8467.91.00,Parts of chain saws,84.0,IV,18%
7781,8467.92.00,"Parts of pneumatic tools for working in the
hand",84.0,IV,18%
7782,8467.99.00,Parts of other tools for working in the hand,84.0,IV,18%
7783,8468.00.00,"Machinery and apparatus for soldering,
brazing or welding, whether or not capable of
cutting; gas operated surface tempering
machines and appliances",84.0,IV,18%
7784,8468.10.00,Hand-held blow pipes,84.0,IV,18%
7785,8468.20.00,Other gas-operated machinery and apparatus,84.0,IV,18%
7786,8468.20.10,Welding/cutting machines,84.0,IV,18%
7787,8468.20.90,Welding/cutting machines: Other,84.0,IV,18%
7788,8468.80.00,"Other machinery and apparatus for soldering,
brazing or welding",84.0,IV,18%
7789,8468.90.00,"Parts of machinery and apparatus for
soldering, brazing or welding",84.0,IV,18%
7790,8469.00.00,"Typewriters other than printers of heading
8443; word-processing machines",84.0,IV,18%
7791,8469.00.10,Word processing machines,84.0,IV,18%
7792,8469.00.20,Electronic Typewriters,84.0,IV,18%
7793,8469.10.00,"Automatic typewriters and word-processing
machines",84.0,IV,18%
7794,8469.20.10,Braille type writers (Electronic),84.0,IV,18%
7795,8469.21.00,"Electric typewriters, weighing not more than
12kg, excluding case",84.0,IV,18%
7796,8469.29.00,Other electric typewriters,84.0,IV,18%
7797,8469.30.10,Braille type writers (Non Electronic),84.0,IV,18%
7798,8469.30.90,Typewriters,84.0,IV,18%
7799,8469.31.00,"Non-electric typewriters, weighing not more
than 12kg, excluding case",84.0,IV,18%
7800,8469.39.00,"Other typewriters, non-electric",84.0,IV,18%
7801,,,,,
7802,8470.00.00,"Calculating machines and pocket-size data
recording, reproducing and displaying
machines with calculating functions;
accounting machines, postage-franking
machines, ticket-issuing machines and similar
machines, incorporating a calculating device;
cash registers electronic calculators capable of
operationwithout an external source of electric
power and pocket",84.0,IV,18%
7803,8470.10.00,"Electronic calculators, operation without an
external source of power",84.0,IV,18%
7804,8470.21.00,"Electronic calculating machines, incorporating
a printing device",84.0,IV,18%
7805,8470.29.00,Other electronic calculating machines,84.0,IV,18%
7806,8470.30.00,Other calculating machines,84.0,IV,18%
7807,8470.40.00,Accounting machines,84.0,IV,18%
7808,8470.40.10,Accounting machines - Electrically operated,84.0,IV,18%
7809,8470.40.20,Accounting machines - Manually operated,84.0,IV,18%
7810,8470.50.00,Cash registers,84.0,IV,18%
7811,8470.50.10,Cash registers - Electrically operated,84.0,IV,18%
7812,8470.50.20,Cash registerss - Manually operated,84.0,IV,18%
7813,8470.90.00,"Other machines, incorporating a calculating
device",84.0,IV,18%
7814,8470.90.10,Electronic diaries,84.0,IV,18%
7815,8471.00.00,"Automatic data processing machines and units
thereof; magnetic or optical readers,
machines for transcribing data on to data
media in coded form and machines for
processing such data, not elsewhere specified
or included analogue or hybrid",84.0,IV,18%
7816,8471.00.00,Multi Functional Digital Copiers,84.0,IV,18%
7817,8471.10.00,"Analogue or hybrid automatic data processing
machines",84.0,IV,18%
7818,8471.20.00,Digital automatic data processing machines,84.0,IV,18%
7819,8471.91.00,Digital processing units,84.0,IV,18%
7820,8471.92.00,Input or output units,84.0,IV,18%
7821,8471.93.00,Storage units,84.0,IV,18%
7822,8471.99.00,Bio metric readers (Finger Print),84.0,IV,18%
7823,8471.99.00,Fence controllers,84.0,IV,18%
7824,8471.99.00,Other data processing machines,84.0,IV,18%
7825,8471.99.00,Point of sale terminals,84.0,IV,18%
7826,8471.99.00,RFID tags,84.0,IV,18%
7827,,,,,
7828,8471.99.00,Smart card initializer,84.0,IV,18%
7829,8471.99.00,Smart card readers,84.0,IV,18%
7830,8471.99.00,Smart cards,84.0,IV,18%
7831,8472.00.00,"Other office machines (for example,
hectograph or stencil duplicating machines,
addressing machines, automatic banknote
dispensers, coin sorting machines, coin
counting or wrapping machines, pencil-
sharpening machines, perforating or stapling
machines) [other than Braille
typewriters,electric or non-electric]",84.0,V,28%
7832,8472.00.00,"Braille type writers, electronic or non-electronic",84.0,IV,18%
7833,8472.10.00,Duplicating machines,84.0,V,28%
7834,8472.20.00,"Addressing machines and address plate
embossing machines",84.0,V,28%
7835,8472.30.00,"Machines for sorting or folding mail or for
inserting mail in envelope",84.0,V,28%
7836,8472.90.00,Other office machines,84.0,V,28%
7837,8472.90.20,Digital duplicators,84.0,V,28%
7838,8472.90.30,Automatic bank note dispensers,84.0,V,28%
7839,8473.00.00,"Parts and accessories (other than covers,
carrying cases and the like) suitable for use
solely or principally with machines",84.0,IV,18%
7840,8473.00.00,"Copier machines : Toners, Developers, PCB's,
Spares & Consumables",84.0,IV,18%
7841,8473.00.00,"Multi Functional Digital Copiers : Spares &
Consumables",84.0,IV,18%
7842,8473.00.00,"Parts etc for typewriters & other office
machines computer accessories",84.0,IV,18%
7843,8473.10.00,"Parts and accessories of typewriters and word-
processing machines",84.0,IV,18%
7844,8473.21.00,"Parts and accessories of the electronic
calculating machines",84.0,IV,18%
7845,8473.29.00,"Parts, accessories, of machines incorporating
a calculating device",84.0,IV,18%
7846,8473.30.00,"Parts and accessories of the automatic data
processing machines",84.0,IV,18%
7847,8473.40.00,"Parts, accessories, of duplicating machines, or
other office machines",84.0,IV,18%
7848,,,,,
7849,8474.00.00,"Machinery for sorting, screening, separating,
washing, crushing, rinding, mixing or
kneading earth, stone, ores or other mineral
substances, in solid (including powder or
paste) form; machinery for agglomerating,
shaping or moulding solid mineral fuels,
ceramic paste, unhardened cements,
plastering materials or other mineral products
in powder or paste form; machines for
forming foundry moulds of sand",84.0,IV,18%
7850,8474.10.00,"Sorting, screening, separating or washing
machines, for mineral substance",84.0,IV,18%
7851,8474.10.10,"Sorting, screening, separating or washing
machines, for coal",84.0,IV,18%
7852,8474.20.00,"Crushing or grinding machines for mineral
substances",84.0,IV,18%
7853,8474.20.10,"Crushing or grinding machines for stone and
mineral",84.0,IV,18%
7854,8474.20.20,Crushing or grinding machines for coal,84.0,IV,18%
7855,8474.31.00,Concrete or mortar mixers,84.0,IV,18%
7856,8474.31.10,Concrete mixtures,84.0,IV,18%
7857,8474.31.20,Motor mixtures,84.0,IV,18%
7858,8474.32.00,"Machines for mixing mineral substances with
bitumen",84.0,IV,18%
7859,8474.39.00,"Other mixing or kneading machines for
mineral substances",84.0,IV,18%
7860,8474.80.00,"Machinery for agglomerating, shaping or
moulding mineral products",84.0,IV,18%
7861,8474.80.10,Brick and tile making machinery,84.0,IV,18%
7862,8474.80.20,Ceramic and clay making machinery,84.0,IV,18%
7863,8474.80.30,Machinery for forming foundry moulds of sand,84.0,IV,18%
7864,8474.90.00,"Parts of machinery for sorting, crushing,
mixing, moulding or shaping",84.0,IV,18%
7865,8475.00.00,"Machines for assembling electric or electronic
lamps, tubes or valves or flash-bulbs, in glass
envelopes; machines or manufacturing or hot
working glass or glassware.",84.0,IV,18%
7866,8475.10.00,"Machines for assembling electric lamps or
tubes, in glass envelopes",84.0,IV,18%
7867,8475.20.00,"Machines for manufacturing or hot working
glass or glassware",84.0,IV,18%
7868,8475.90.00,"Parts of machines for assembling electric or
electronic lamps or lubes",84.0,IV,18%
7869,,,,,
7870,8476.00.00,"Automatic goods-vending machines (for
example, postage stamps, cigarette, food or
beverage machines), including money
changing machines",84.0,V,28%
7871,8476.11.00,"Vending machines, incorporating heating or
refrigerating devices",84.0,V,28%
7872,8476.19.00,"Vending machines, not incorporating heating
or refrigerating devices",84.0,V,28%
7873,8476.90.00,"Parts of vending machines, including money-
changing machines",84.0,V,28%
7874,8477.00.00,"Machinery for working rubber or plastics or for
the manufacture of products from these
materials not elsewhere specified in this
chapter",84.0,IV,18%
7875,8477.10.00,"Injection-moulding machines, for rubber or
plastic industry",84.0,IV,18%
7876,8477.20.00,"Extruders, for rubber or plastic industry",84.0,IV,18%
7877,8477.30.00,"Blow moulding machines, for rubber or plastic
industry",84.0,IV,18%
7878,8477.40.00,"Vacuum moulding machines and other
thermoforming machines",84.0,IV,18%
7879,8477.51.00,"Machinery for moulding or retreading
pneumatic tyres",84.0,IV,18%
7880,8477.59.00,"Other machinery for moulding or otherwise
forming",84.0,IV,18%
7881,8477.80.00,Other machinery for working rubber or plastics,84.0,IV,18%
7882,8477.80.10,"Machinery for moulding or retreading
pneumatic tyres orfor moulding or otherwise
forming ineer tubes",84.0,IV,18%
7883,8477.90.00,"Parts of extruders or other moulding machines
for rubber or plastic",84.0,IV,18%
7884,8478.00.00,"Machinery for preparing or making up
tobacco, not specified or included elsewhere
in this chapter",84.0,V,28%
7885,8478.10.00,Machinery for preparing or making up tobacco,84.0,V,28%
7886,8478.10.10,Cigar making machinery,84.0,V,28%
7887,8478.10.20,Cigarette making machinery,84.0,V,28%
7888,8478.90.00,"Parts of machinery for preparing or making up
tobacco",84.0,V,28%
7889,,,,,
7890,8479.00.00,"Machines and mechanical appliances having
individual functions, not specified or included
elsewhere in this chapter [other than
Passenger boarding bridges of a kind used in
airports (8479.71.00) and other (8479.79.00)]",84.0,IV,18%
7891,8479.00.00,Composing machines,84.0,III,12%
7892,8479.00.00,"Passenger boarding bridges of a kind used in
airports (8479.71.00) and other (8479.79.00)",84.0,V,28%
7893,8479.10.00,"Machinery for public works, building or the like",84.0,IV,18%
7894,8479.20.00,"Machinery for the extraction or preparation of
animal or vegetable fat",84.0,IV,18%
7895,8479.30.00,"Presses for the manufacture of particle board
or fibre building board",84.0,IV,18%
7896,8479.40.00,Rope or cable-making machines,84.0,IV,18%
7897,8479.50.00,"Industrial robots, not elsewhere specified",84.0,IV,18%
7898,8479.60.00,Evaporative air coolers,84.0,IV,18%
7899,8479.71.00,"Passenger boarding bridges of a kind used in
airports",84.0,V,28%
7900,8479.79.00,"Passenger boarding bridges of a kind used in
airports :other",84.0,V,28%
7901,8479.81.00,"Machines and mechanical appliances for
treating metal",84.0,IV,18%
7902,8479.82.00,"Mixing, kneading, crushing, grinding,
screening or stirring machines",84.0,IV,18%
7903,8479.89.00,"Air-coolers, air purifiers of other machines and
mechanical appliances",84.0,IV,18%
7904,8479.89.10,Soap cutting or moulding machinery,84.0,IV,18%
7905,8479.89.20,Air humidifiers or dehumidifiers,84.0,IV,18%
7906,8479.89.30,Mechanical shifting machines,84.0,IV,18%
7907,8479.89.40,Ultra sonic transducers,84.0,IV,18%
7908,8479.89.50,Car washing machines and related appliances,84.0,IV,18%
7909,8479.89.60,Coke over plants,84.0,IV,18%
7910,8479.89.70,"Machinery for the manufacture of chemical
and pharmaceutical goods",84.0,IV,18%
7911,8479.89.91,Industrial vacuum cleaners,84.0,IV,18%
7912,8479.89.92,"Briquetting palnt and machinery intended for
manufacture of briquettes from agricultural
and municipal waste",84.0,IV,18%
7913,8479.89.99,"Machinery for dressing and processing
livestock including poultry",84.0,IV,18%
7914,8479.90.00,"Parts of other machines and mechanical
appliances",84.0,IV,18%
7915,,,,,
7916,8480.00.00,"Moulding boxes for metal foundry; mould
bases; moulding patterns; moulds for metals
(other than ingot moulds), metal carbides,
galss, mineral mateials, rubber or plastics",84.0,IV,18%
7917,8480.10.00,Moulding boxes for metal foundry,84.0,IV,18%
7918,8480.20.00,Mould bases,84.0,IV,18%
7919,8480.30.00,Moulding patterns,84.0,IV,18%
7920,8480.41.00,"Moulds for metal or metal carbides, injection
or compression types",84.0,IV,18%
7921,8480.49.00,Other moulds for metal or metal carbides,84.0,IV,18%
7922,8480.50.00,Moulds for glass,84.0,IV,18%
7923,8480.60.00,Moulds for mineral materials,84.0,IV,18%
7924,8480.71.00,"Moulds for rubber or plastics, injection or
compression types",84.0,IV,18%
7925,8480.79.00,Other moulds for rubber or plastics,84.0,IV,18%
7926,8481.00.00,"Taps, cocks, valves and similar appliances for
pipes, boiler shells, tanks, vats or the like,
including pressure-reducing valves and
thermostatically controlled valves pressure",84.0,IV,18%
7927,8481.10.00,Pressure-reducing valves,84.0,IV,18%
7928,8481.20.00,"Valves for oleohydraulic or pneumatic
transmissions",84.0,IV,18%
7929,8481.30.00,Check valves,84.0,IV,18%
7930,8481.40.00,Safety or relief valves,84.0,IV,18%
7931,8481.80.00,"Other valves and other appliances for pipes,
tanks, vats or the like",84.0,IV,18%
7932,8481.80.10,"Sanitaryware fixtrues of zinc taps made of iorn
and steel",84.0,IV,18%
7933,8481.80.20,"Sanitaryware fixtrues of zinc taps made of non
ferrous metal",84.0,IV,18%
7934,8481.90.00,"Parts of taps, cocks, valves for pipes, boiler
shells, tanks or the like",84.0,IV,18%
7935,8482.00.00,Ball or roller bearings,84.0,IV,18%
7936,8482.10.00,Ball bearings,84.0,IV,18%
7937,8482.20.00,"Tapered roller bearings, including cone and
tapered roller assemblies848230 spherical
roller bearings",84.0,IV,18%
7938,8482.30.00,Spherical roller bearing,84.0,IV,18%
7939,8482.40.00,Needle roller bearings,84.0,IV,18%
7940,8482.50.00,Other cylindrical roller bearings,84.0,IV,18%
7941,8482.80.00,"Other bearings, including combined ball or
roller bearings",84.0,IV,18%
7942,8482.91.00,"Balls, needles and rollers",84.0,IV,18%
7943,,,,,
7944,8482.91.11,Parts for traction motor (machined castings),84.0,IV,18%
7945,8482.99.00,Other parts of ball or roller bearings,84.0,IV,18%
7946,8483.00.00,"Transmission shafts (including cam shafts and
crank shafts) and cranks; bearing housings
and plain shaft bearings; gears and gearing;
ball or roller screws; gear boxes and other
speed changers, including torque converters;
flywheels and pulleys, including pulley blocks;
clutches and shaft couplings (including
universal joints)",84.0,V,28%
7947,8483.10.00,"Transmission shafts (including camshafts and
crankshafts) and cranks",84.0,V,28%
7948,8483.20.00,"Bearing housing, incorporating ball or roller
bearings",84.0,V,28%
7949,8483.30.00,Bearing housings; plain shaft bearings,84.0,V,28%
7950,8483.40.00,"Gears and gearing; ball screws; gear boxes
and other speed changers",84.0,V,28%
7951,8483.50.00,"Flywheels and pulleys, including pulley blocks",84.0,V,28%
7952,8483.60.00,"Clutches and shaft coupling (including
universal joints)",84.0,V,28%
7953,8483.90.00,"Parts of transmission shafts, cranks, bearing
housings, gears or clutch",84.0,V,28%
7954,8483.90.00,Servo Controlled Antenna Pedestals,84.0,V,28%
7955,8484.00.00,"Gaskets and similar joints of metal sheeting
combined with other material or of two or
more layers of metal; sets or assortments of
gaskets and similar joints, dissimilar in
composition, put up in pouches, envelopes or
similar packings; mechanical seals",84.0,V,28%
7956,8484.10.00,Gaskets and similar joints of metal sheeting,84.0,V,28%
7957,8484.90.00,"Sets or assortments of gaskets and similar
joints",84.0,V,28%
7958,,,,,
7959,8400.00.00,"Renewable energy devices & spare parts for
their manufacture
a) Bio-gas plant
b) Solar power based devices
c) Solar power generating system
d) Wind mills and wind operated electricity
generator
e) Waste to energy plants/devices
f) Solar lantern/solar lamp
g) Ocean waves/tidal waves energy
devices/plant",84.0,II,5%
7960,8400.00.00,Handloom,84.0,I,NIL
7961,8485.00.00,---,84.0,IV,18%
7962,8486.00.00,"Machines and apparutus of a kind used solely
or principally for the manufacture of semi
conductor boules or wafers,semi conductor
devices,electronic integrated circuits or flat
panel displays; machines and apparutus
specified in note 9(c) to this chapter ; parts
and accessories",84.0,IV,18%
7963,8487.00.00,"Machinery parts, not containing electrical
connectors,insulators,coils, contacts or other
electrical features not specified or included
elsewhere in this chapter",84.0,IV,18%
7964,8500.00.00,"Renewable energy devices & spare parts for
their manufacture
a) Bio-gas plant
b) Solar power based devices
c) Solar power generating system
d) Wind mills and wind operated electricity
generator
e) Waste to energy plants/devices
f) Solar lantern/solar lamp
g) Ocean waves/tidal waves energy
devices/plant",85.0,II,5%
7965,8501.00.00,"Electric motors and generators (excluding
generating sets)",85.0,IV,18%
7966,8501.00.00,Electric Motors,85.0,IV,18%
7967,8501.00.00,Electric motors and generators (no sets),85.0,IV,18%
7968,8501.00.00,Electric motors and Spares,85.0,IV,18%
7969,8501.10.00,Motors of an output not exceeding 37.5w,85.0,IV,18%
7970,8501.10.11,Micromotors,85.0,IV,18%
7971,8501.10.12,Cooler Fan Motors,85.0,IV,18%
7972,8501.10.12,DC Regulated power supplies,85.0,IV,18%
7973,,,,,
7974,8501.10.12,Electric Motors & Spares,85.0,IV,18%
7975,8501.10.12,Stepper Motor,85.0,IV,18%
7976,8501.20.00,"Universal ac/dc motors of an output
exceeding 37.5w",85.0,IV,18%
7977,8501.31.00,"DC motors, DC generators, of an output not
exceeding 750w",85.0,IV,18%
7978,8501.32.00,"Dc motors, dc generators, output exceeding
750w but not exceeding 75kw",85.0,IV,18%
7979,8501.33.00,"Dc motors, dc generators, output exceeding
75kw but not exceeding 375kw",85.0,IV,18%
7980,8501.34.00,"Dc motors, dc generators, of an output
exceeding 375kw",85.0,IV,18%
7981,8501.40.00,"Other ac motors, single-phase",85.0,IV,18%
7982,8501.51.00,"Ac motors, multi-phase, of an output not
exceeding 750w",85.0,IV,18%
7983,8501.52.00,"Ac motors, multi-phase, output exceeding
750w but not exceeding 75kw",85.0,IV,18%
7984,8501.53.00,"Ac motors, multi-phase, of an output
exceeding 75kw",85.0,IV,18%
7985,8501.61.00,"Ac generators of an output not exceeding
75kva",85.0,IV,18%
7986,8501.62.00,"Ac generators of an output exceeding 75kva
but not exceeding 375kva",85.0,IV,18%
7987,8501.63.00,"Ac generators of an output exceeding 375kva
but not exceeding 750kva",85.0,IV,18%
7988,8501.64.00,Ac generators of an output exceeding 750kva,85.0,IV,18%
7989,8502.00.00,Electric generating sets and rotary converters,85.0,IV,18%
7990,8502.11.00,"Generating sets with compression-ignition
engines, not exceeding 75kva",85.0,IV,18%
7991,8502.12.00,"Generating sets with compression-ignition
engines, output 75kva-375kva",85.0,IV,18%
7992,8502.13.00,"Generating sets with compression-ignition
engines, exceeding 375kva",85.0,IV,18%
7993,8502.20.00,"Generating sets with spark-ignition internal
combustion piston engines",85.0,IV,18%
7994,8502.30.00,Other generating sets,85.0,IV,18%
7995,8502.40.00,Electric rotary converters,85.0,IV,18%
7996,8503.00.00,"Parts suitable for use solely or principally with
the machines of heading 8501 or 8502",85.0,IV,18%
7997,8504.00.00,"Static converters (for example, rectifiers) and
inductors",85.0,V,28%
7998,8504.00.00,Battery chargers,85.0,V,28%
7999,8504.00.00,Constant voltage transformers,85.0,V,28%
8000,,,,,
8001,8504.00.00,Control Transformers/Isolation transformers,85.0,V,28%
8002,8504.00.00,Electric Investors,85.0,V,28%
8003,8504.00.00,"Static converters & induct, pt",85.0,V,28%
8004,8504.00.00,Electrical transformers,,IV,18%
8005,8504.00.00,"Static converters (for example, rectifiers) and
inductors",85.0,V,28%
8006,8504.00.00,Electronic constant voltage transformer,85.0,"yet to
be
notified",--
8007,8504.00.00,Invertors and UPS,85.0,V,28%
8008,8504.00.00,Servo Stabilizers,85.0,V,28%
8009,8504.00.00,"Servo Voltage stabilizers (in all range
capacities)",85.0,V,28%
8010,8504.00.00,Step down transformers,85.0,V,28%
8011,8504.00.00,Transformers,85.0,V,28%
8012,8504.00.00,Variable transformers,85.0,V,28%
8013,8504.10.00,Ballasts for discharge lamps or tubes,85.0,V,28%
8014,8504.10.00,"Inductors: Ballasts for discharge lamps or
tubes:",85.0,V,28%
8015,8504.10.10,Conventional type,85.0,V,28%
8016,8504.10.10,Inductors: Conventional type,85.0,V,28%
8017,8504.10.20,For compact fluorescent lamps,85.0,V,28%
8018,8504.10.20,Inductors for compact fluorescent lamps,85.0,V,28%
8019,8504.10.90,Constant voltage Transformers,85.0,V,28%
8020,8504.10.90,Control Transformers / Isolation transformers,85.0,V,28%
8021,8504.10.90,For compact fluorescent lamps: Other,85.0,V,28%
8022,8504.10.90,Servo controlled stabilizers,85.0,V,28%
8023,8504.10.90,Inductors: Other,85.0,V,28%
8024,8504.21.00,"Liquid dielectric transformers, not exceeding
650kva",85.0,V,28%
8025,8504.21.00,"Liquid dieletric transformers: Having a power
handling capacity not exceeding 650 kVA",85.0,V,28%
8026,8504.22.00,"Liquid dielectric transformers, power handling
capacity 650-10, 00kva",85.0,V,28%
8027,8504.22.00,"Liquid dieletric transformers: Having a power
handling capacity exceeding 650 kVA but not
exceeding 10,000 kVA",85.0,V,28%
8028,8504.23.00,"Liquid dielectric transformers, exceeding
10,000kva",85.0,V,28%
8029,8504.23.00,"Liquid dieletric transformers: Having a power
handling capacity exceeding 10,000 kVA:",85.0,V,28%
8030,,,,,
8031,8504.23.10,"Having a power handling capacity exceeding
10,000 kVA but not exceeding 50,000 kVA",85.0,V,28%
8032,8504.23.10,"Liquid dieletric transformers : Having a power
handling capacity exceeding 10,000 kVA but
not exceeding 50,000 kVA",85.0,V,28%
8033,8504.23.20,"Having a power handling capacity exceeding
50,000 kVA but not exceeding 1,00,000 kVA",85.0,V,28%
8034,8504.23.20,"Liquid dieletric transformers: Having a power
handling capacity exceeding 50,000 kVA but
not exceeding 1,00,000 kVA",85.0,V,28%
8035,8504.23.30,"Having a power handling capacity exceeding
1,00,000 kVA but not exceeding 2,50,000 kVA",85.0,V,28%
8036,8504.23.30,"Liquid dieletric transformers: Having a power
handling capacity exceeding 1,00,000 kVA but
not exceeding 2,50,000 kVA",85.0,V,28%
8037,8504.23.40,"Having a power handling capacity exceeding
2,50,000 kVA",85.0,V,28%
8038,8504.23.40,"Liquid dieletric transformers: Having a power
handling capacity exceeding 2,50,000 kVA",85.0,V,28%
8039,8504.31.00,Electrical Transformers (dry type),85.0,V,28%
8040,8504.31.00,"Other transformers: Having a power handling
capacity not exceeding 1 kVA",85.0,V,28%
8041,8504.32.00,"Other transformers, exceeding 1kva but not
exceeding 16kva",85.0,V,28%
8042,8504.32.00,"Other transformers: Having a power handling
capacity exceeding 1 kVA but not exceeding
16 kVA",85.0,V,28%
8043,8504.33.00,"Other transformers, exceeding 16kva but not
exceeding 500kva",85.0,V,28%
8044,8504.33.00,"Other transformers: Having a power handling
capacity exceeding 16 kVA but not exceeding
500 kVA",85.0,V,28%
8045,8504.34.00,"Other transformers, power handling capacity
exceeding 500kva",85.0,V,28%
8046,8504.34.00,"Other transformers: Having a power handling
capacity exceeding 500 kVA",85.0,V,28%
8047,8504.40.00,Home Uninterrupted Power System (UPS),85.0,V,28%
8048,8504.40.00,Other transformers: Static converters,85.0,V,28%
8049,,,,,
8050,8504.40.00,Static converters (Uninterrupted power supply),85.0,V,28%
8051,8504.40.10,Electric inverter,85.0,V,28%
8052,8504.40.10,Other transformers:Electric inverter,85.0,V,28%
8053,8504.40.21,Dip bridge rectifier,85.0,V,28%
8054,8504.40.21,Rectifier: Dip bridge rectifier,85.0,V,28%
8055,8504.40.29,Dip bridge rectifier: Other,85.0,V,28%
8056,8504.40.29,Rectifier: Other,85.0,V,28%
8057,8504.40.30,Battary charges,85.0,V,28%
8058,8504.40.30,Rectifier: Battery chargers,85.0,V,28%
8059,8504.40.40,Automatic Voltage Regulators & Stabilisers,85.0,V,28%
8060,8504.40.40,"Rectifier: Voltage regulator and stabilizers
(other than automatic)",85.0,V,28%
8061,8504.40.40,"Voltage regulators and stabilisers (Other than
automatic)",85.0,V,28%
8062,8504.40.40,Voltage Stabilizers,85.0,V,28%
8063,8504.40.90,"SMPS based intetrated power supply systems
(IPS)",85.0,V,28%
8064,8504.50.00,Inductor,85.0,V,28%
8065,8504.50.00,Rectifier: Other Inductors,85.0,V,28%
8066,8504.50.10,Choke coils (chokes),85.0,V,28%
8067,8504.50.10,Rectifier: Choke coils (Chokes),85.0,V,28%
8068,8504.90.00,"Parts, of electrical transformers, of static
converters, of inductors",85.0,V,28%
8069,8504.90.00,Rectifier: Parts,85.0,V,28%
8070,8504.90.10,Rectifiers of Transformers,85.0,V,28%
8071,8504.90.90,Rectifiers of Transformers & others,85.0,V,28%
8072,8505.00.00,"Electro-magnets; permanent magnets and
articles intended to become permanent
magnets after magnetisation; electro-
magnetic or permanent magnet chucks,
clamps and similar holding devices; electro-
magnetic couplings, clutches and brakes;
electro-magnetic lifting heads",85.0,IV,18%
8073,8505.11.00,"Permanent magnets and magnetized articles,
of metal",85.0,IV,18%
8074,8505.19.00,"Other permanent magnets and magnetized
articles",85.0,IV,18%
8075,8505.20.00,"Electro-magnetic couplings, clutches and
brakes",85.0,IV,18%
8076,8505.30.00,Elector-magnetic lifting heads,85.0,IV,18%
8077,8505.90.00,"Elector-magnets, electro-magnetic and
permanent magnet chucks and clamp",85.0,IV,18%
8078,8506.00.00,Primary cells and primary batteries,85.0,V,28%
8079,,,,,
8080,8506.10.00,Manganese dioxide,85.0,V,28%
8081,8506.11.00,"Primary cells, primary batteries, of manganese
dioxide, not exceeding 300cm3",85.0,V,28%
8082,8506.12.00,"Primary cells, primary batteries, of mercuric
oxide, not exceeding 300cm3",85.0,V,28%
8083,8506.13.00,"Primary cells, primary batteries, of silver
oxide, not exceeding 300cm3",85.0,V,28%
8084,8506.19.00,"Other primary cells & primary batteries, not
exceeding 300cm3",85.0,V,28%
8085,8506.20.00,"Primary cells & primary batteries, external
volume exceeding 300cm3",85.0,V,28%
8086,8506.30.00,Mercuric oxide,85.0,V,28%
8087,8506.40.00,Silver oxide,85.0,V,28%
8088,8506.50.00,Lithium,85.0,V,28%
